Date,Time,Category,Item,Qty,Price Point Name,Location
2025-03-29,19:57:36,Beer,Cans of Beer,2,PHILLIPS Tiger Shark,SOFMC Portable Stations
2025-03-29,19:57:36,"Wine, Cider & Coolers",Cider & Coolers,1,Strait & Narrow,SOFMC Portable Stations
2025-03-29,19:57:36,Sweets,Churro,4,Regular,SOFMC TacoTacoTaco
2025-03-29,19:57:34,"Wine, Cider & Coolers",Wine by the Glass SOFMC,1,5oz B&B Cab Sauv,SOFMC Portable Stations
2025-03-29,19:57:29,Food,Pizza Slice,1,Hawaiian,SOFMC Island Slice
2025-03-29,19:57:29,"Wine, Cider & Coolers",Cider & Coolers,2,Tempo,SOFMC Portable Stations
2025-03-29,19:57:28,"Wine, Cider & Coolers",Cider & Coolers,1,Mott's Caesar,SOFMC ReMax Fan Deck
2025-03-29,19:57:28,Snacks,Popcorn,1,Regular,SOFMC ReMax Fan Deck
2025-03-29,19:57:22,Beer,Draught Beer,1,Blue Buck 12oz,SOFMC Phillips Bar
2025-03-29,19:57:18,Snacks,Pretzel,1,,SOFMC ReMax Fan Deck
2025-03-29,19:57:18,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:57:17,Food,Fries,1,Fries,SOFMC Island Canteen
2025-03-29,19:57:17,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Island Canteen
2025-03-29,19:57:11,Sweets,Candy,1,Skittles 92g,SOFMC ReMax Fan Deck
2025-03-29,19:57:11,Beer,Draught Beer,1,Stanley Park Pilsner 24oz,SOFMC ReMax Fan Deck
2025-03-29,19:57:05,NA Bev PST Exempt,Hot Drinks,1,Hot Chocolate,SOFMC Island Canteen
2025-03-29,19:57:03,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Island Slice
2025-03-29,19:57:03,NA Bev,Bottle Pop,1,Mug Root Beer,SOFMC Island Slice
2025-03-29,19:57:03,Sweets,Candy,1,Twizzlers 250g,SOFMC Island Slice
2025-03-29,19:57:00,Sweets,Candy,1,Twizzlers 250g,SOFMC ReMax Fan Deck
2025-03-29,19:57:00,Sweets,Candy,1,Skittles 92g,SOFMC ReMax Fan Deck
2025-03-29,19:56:56,Sweets,Gummies,1,Regular,SOFMC Portable Stations
2025-03-29,19:56:56,NA Bev PST Exempt,Other Beverages,1,iOTA Hazy IPA,SOFMC Portable Stations
2025-03-29,19:56:53,NA Bev,Bottle Pop,1,7-Up,SOFMC Island Canteen
2025-03-29,19:56:52,Sweets,Churro,4,Regular,SOFMC Island Canteen
2025-03-29,19:56:52,Sweets,Candy,1,Twix 86g,SOFMC Island Canteen
2025-03-29,19:56:52,Snacks,Popcorn,1,Regular,SOFMC TacoTacoTaco
2025-03-29,19:56:52,Snacks,Chips,1,Sunchips,SOFMC TacoTacoTaco
2025-03-29,19:56:49,"Wine, Cider & Coolers",Cider & Coolers,1,Ward's Cider,SOFMC Portable Stations
2025-03-29,19:56:49,Beer,Cans of Beer,1,Bud Light,SOFMC Portable Stations
2025-03-29,19:56:48,Beer,Cans of Beer,2,PHILLIPS Reverb IPA,SOFMC Phillips Bar
2025-03-29,19:56:47,Food,Hot Dog,2,Regular,SOFMC Island Canteen
2025-03-29,19:56:47,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-03-29,19:56:47,NA Bev,Bottle Pop,1,Pepsi,SOFMC Island Canteen
2025-03-29,19:56:47,NA Bev,Bottle Pop,1,Ginger Ale,SOFMC TacoTacoTaco
2025-03-29,19:56:47,Snacks,Popcorn,1,Regular,SOFMC TacoTacoTaco
2025-03-29,19:56:47,Food,Fries,1,Fries,SOFMC TacoTacoTaco
2025-03-29,19:56:40,Beer,Draught Beer,1,Stanley Park Pilsner 12oz,SOFMC ReMax Fan Deck
2025-03-29,19:56:38,Liquor,Tequila Slushy,1,Margarita,SOFMC TacoTacoTaco
2025-03-29,19:56:38,Liquor,Tequila Slushy,1,Mangonada,SOFMC TacoTacoTaco
2025-03-29,19:56:38,Food,Tacos,1,Crispy Cauliflower x 3,SOFMC TacoTacoTaco
2025-03-29,19:56:37,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:56:34,Beer,Cans of Beer,4,Budweiser,SOFMC Island Slice
2025-03-29,19:56:33,Food,Fries,1,Garlic Fries,SOFMC Island Canteen
2025-03-29,19:56:30,NA Bev PST Exempt,Other Beverages,1,Iced Tea,SOFMC Phillips Bar
2025-03-29,19:56:28,Snacks,Pretzel,1,,SOFMC Island Canteen
2025-03-29,19:56:28,"Wine, Cider & Coolers",Cider & Coolers,1,Mott's Caesar,SOFMC Island Canteen
2025-03-29,19:56:28,Beer,Cans of Beer,2,PHILLIPS Tilt Lager,SOFMC Portable Stations
2025-03-29,19:56:25,"Wine, Cider & Coolers",Cider & Coolers,2,Mike's Hard Lemonade,SOFMC ReMax Fan Deck
2025-03-29,19:56:20,"Wine, Cider & Coolers",Cider & Coolers,1,Ward's Cider,SOFMC ReMax Fan Deck
2025-03-29,19:56:20,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC ReMax Fan Deck
2025-03-29,19:56:14,Beer,Cans of Beer,2,Bud Light,SOFMC Portable Stations
2025-03-29,19:56:14,NA Bev PST Exempt,Hot Drinks,2,Extra Shot,SOFMC Portable Stations
2025-03-29,19:56:12,Snacks,Pretzel,1,,SOFMC Island Canteen
2025-03-29,19:56:12,NA Bev,Bottle Pop,1,Dr. Pepper,SOFMC Island Canteen
2025-03-29,19:56:09,Beer,Cans of Beer,2,PHILLIPS Dino Sour,SOFMC Phillips Bar
2025-03-29,19:56:08,"Wine, Cider & Coolers",Cider & Coolers,1,Tempo,SOFMC ReMax Fan Deck
2025-03-29,19:56:08,Beer,Cans of Beer,2,PHILLIPS Tiger Shark,SOFMC Portable Stations
2025-03-29,19:56:07,Snacks,Popcorn,1,Regular,SOFMC ReMax Fan Deck
2025-03-29,19:56:07,Beer,Draught Beer,1,Stanley Park Hazy 24oz,SOFMC Portable Stations
2025-03-29,19:56:04,Beer,Cans of Beer,1,Budweiser,SOFMC Portable Stations
2025-03-29,19:56:04,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-03-29,19:55:59,Food,Pizza Slice,1,Cheese,SOFMC Island Slice
2025-03-29,19:55:59,NA Bev PST Exempt,Other Beverages,1,Iced Tea,SOFMC Island Slice
2025-03-29,19:55:59,Beer,Cans of Beer,2,Budweiser,SOFMC Island Canteen
2025-03-29,19:55:59,Snacks,Chips,1,Miss Vickie's Salt & Vinegar,SOFMC Island Canteen
2025-03-29,19:55:56,Snacks,Popcorn,1,Regular,SOFMC Island Slice
2025-03-29,19:55:52,Sweets,Churro,3,Regular,SOFMC TacoTacoTaco
2025-03-29,19:55:48,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-03-29,19:55:45,Food,Fries,1,Poutine,SOFMC Island Canteen
2025-03-29,19:55:44,Sweets,Gummies,2,Regular,SOFMC Portable Stations
2025-03-29,19:55:42,NA Bev PST Exempt,Hot Drinks,1,Tea,SOFMC Portable Stations
2025-03-29,19:55:40,Beer,Cans of Beer,1,PHILLIPS Dino Sour,SOFMC Phillips Bar
2025-03-29,19:55:40,Beer,Draught Beer,1,Blue Buck 12oz,SOFMC Phillips Bar
2025-03-29,19:55:39,Beer,Cans of Beer,1,Michelob Ultra,SOFMC Portable Stations
2025-03-29,19:55:35,Sweets,Candy,1,Twizzlers 250g,SOFMC ReMax Fan Deck
2025-03-29,19:55:35,Beer,Cans of Beer,2,Budweiser,SOFMC ReMax Fan Deck
2025-03-29,19:55:35,Snacks,Pretzel,1,,SOFMC ReMax Fan Deck
2025-03-29,19:55:35,Snacks,Pretzel,1,,SOFMC Island Canteen
2025-03-29,19:55:35,Beer,Cans of Beer,1,PHILLIPS Reverb IPA,SOFMC Phillips Bar
2025-03-29,19:55:31,Food,Fries,1,Fries,SOFMC TacoTacoTaco
2025-03-29,19:55:28,"Wine, Cider & Coolers",Cider & Coolers,1,Mike's Hard Lemonade,SOFMC Island Slice
2025-03-29,19:55:24,"Wine, Cider & Coolers",Cider & Coolers,1,Ward's Cider,SOFMC Portable Stations
2025-03-29,19:55:22,Beer,Cans of Beer,2,PHILLIPS Dino Sour,SOFMC Portable Stations
2025-03-29,19:55:21,Beer,Draught Beer,1,Stanley Park Hazy 12oz,SOFMC Portable Stations
2025-03-29,19:55:17,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:55:17,NA Bev,Bottle Pop,1,7-Up,SOFMC Island Canteen
2025-03-29,19:55:11,Beer,Draught Beer,2,Stanley Park Pale Ale 12oz,SOFMC ReMax Fan Deck
2025-03-29,19:55:11,NA Bev PST Exempt,Other Beverages,1,Corona Sunbrew 0.0,SOFMC TacoTacoTaco
2025-03-29,19:55:11,NA Bev,Bottle Pop,1,Diet Pepsi,SOFMC TacoTacoTaco
2025-03-29,19:55:11,Sweets,Churro,1,Regular,SOFMC TacoTacoTaco
2025-03-29,19:55:11,Beer,Cans of Beer,1,PHILLIPS Dino Sour,SOFMC Phillips Bar
2025-03-29,19:55:10,Beer,Cans of Beer,1,Michelob Ultra,SOFMC Portable Stations
2025-03-29,19:55:10,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:55:10,Food,Fries,1,Fries,SOFMC Island Canteen
2025-03-29,19:55:09,NA Bev,Bottle Pop,1,Diet Pepsi,SOFMC Island Slice
2025-03-29,19:55:08,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC Portable Stations
2025-03-29,19:55:08,Beer,Cans of Beer,1,Budweiser,SOFMC Portable Stations
2025-03-29,19:55:07,Food,Hot Dog,1,Regular,SOFMC Island Slice
2025-03-29,19:55:04,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:55:04,Food,Hot Dog,1,Regular,SOFMC Island Canteen
2025-03-29,19:55:04,NA Bev,Bottle Pop,1,Diet Pepsi,SOFMC Island Canteen
2025-03-29,19:55:01,Beer,Draught Beer,1,Stanley Park Pale Ale 12oz,SOFMC ReMax Fan Deck
2025-03-29,19:55:01,NA Bev PST Exempt,Water,1,Bubly Lime,SOFMC ReMax Fan Deck
2025-03-29,19:54:59,Beer,Draught Beer,2,Stanley Park Hazy 12oz,SOFMC ReMax Fan Deck
2025-03-29,19:54:58,Sweets,Churro,2,Regular,SOFMC Island Canteen
2025-03-29,19:54:58,NA Bev PST Exempt,Other Beverages,1,Iced Tea,SOFMC Island Canteen
2025-03-29,19:54:56,NA Bev,Bottle Pop,1,Dr. Pepper,SOFMC Island Slice
2025-03-29,19:54:56,Sweets,Candy,1,Twix 86g,SOFMC Island Slice
2025-03-29,19:54:55,Beer,Cans of Beer,1,Budweiser,SOFMC Island Slice
2025-03-29,19:54:55,Beer,Cans of Beer,1,PHILLIPS Reverb IPA,SOFMC Island Slice
2025-03-29,19:54:55,Food,Hot Dog,2,Regular,SOFMC Island Slice
2025-03-29,19:54:52,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-03-29,19:54:50,Beer,Draught Beer,1,Stanley Park Amber 12oz,SOFMC Portable Stations
2025-03-29,19:54:42,NA Bev PST Exempt,Hot Drinks,1,Latte,SOFMC Portable Stations
2025-03-29,19:54:42,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-03-29,19:54:32,NA Bev PST Exempt,Other Beverages,1,Lemonade,SOFMC Island Canteen
2025-03-29,19:54:32,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:54:31,Food,Pizza Slice,1,Cheese,SOFMC Island Slice
2025-03-29,19:54:31,"Wine, Cider & Coolers",Cider & Coolers,1,Mike's Hard Lemonade,SOFMC Island Slice
2025-03-29,19:54:31,NA Bev,Bottle Pop,1,Ginger Ale,SOFMC Island Slice
2025-03-29,19:54:29,Food,Fries,1,Fries,SOFMC Island Canteen
2025-03-29,19:54:29,NA Bev,Bottle Pop,1,Ginger Ale,SOFMC Island Canteen
2025-03-29,19:54:29,"Wine, Cider & Coolers",Cider & Coolers,2,Mike's Hard Lemonade,SOFMC Portable Stations
2025-03-29,19:54:29,Snacks,Chips,1,Sunchips,SOFMC Portable Stations
2025-03-29,19:54:25,NA Bev,Bottle Pop,1,Pepsi Zero,SOFMC ReMax Fan Deck
2025-03-29,19:54:25,NA Bev PST Exempt,Water,1,Aquafina,SOFMC ReMax Fan Deck
2025-03-29,19:54:25,Snacks,Popcorn,1,Regular,SOFMC ReMax Fan Deck
2025-03-29,19:54:24,NA Bev PST Exempt,Other Beverages,1,iOTA Hazy IPA,SOFMC Portable Stations
2025-03-29,19:54:24,Snacks,Popcorn,1,Regular,SOFMC Island Canteen
2025-03-29,19:54:24,Beer,Cans of Beer,1,PHILLIPS Blue Buck,SOFMC Island Canteen
2025-03-29,19:54:23,Food,Fries,1,Fries,SOFMC TacoTacoTaco
2025-03-29,19:54:22,Beer,Draught Beer,2,Tilt Lager 12oz,SOFMC Phillips Bar
2025-03-29,19:54:19,Food,COMBOS,1,Burger & Fries,SOFMC Island Canteen
2025-03-29,19:54:19,NA Bev PST Exempt,Other Beverages,1,Iced Tea,SOFMC Island Canteen
2025-03-29,19:54:14,NA Bev,Virgin Slushy,1,Mangonada,SOFMC TacoTacoTaco
2025-03-29,19:54:11,"Wine, Cider & Coolers",Cider & Coolers,1,Mott's Caesar,SOFMC Portable Stations
2025-03-29,19:54:04,Snacks,Popcorn,1,Regular,SOFMC Island Slice
2025-03-29,19:54:04,Food,Pizza Slice,1,Cheese,SOFMC Island Slice
2025-03-29,19:54:04,"Wine, Cider & Coolers",Cider & Coolers,2,Mike's Hard Lemonade,SOFMC Island Slice
2025-03-29,19:54:02,NA Bev,Bottle Pop,1,Dr. Pepper,SOFMC Island Slice
2025-03-29,19:54:02,Sweets,Candy,1,Skittles 92g,SOFMC Island Slice
2025-03-29,19:54:02,Beer,Cans of Beer,1,Michelob Ultra,SOFMC ReMax Fan Deck
2025-03-29,19:54:02,"Wine, Cider & Coolers",Cider & Coolers,1,Ward's Cider,SOFMC ReMax Fan Deck
2025-03-29,19:54:01,Beer,Cans of Beer,1,PHILLIPS Tilt Lager,SOFMC Portable Stations
2025-03-29,19:54:00,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-03-29,19:54:00,NA Bev,Bottle Pop,1,7-Up,SOFMC Island Canteen
2025-03-29,19:54:00,Beer,Cans of Beer,1,PHILLIPS Blue Buck,SOFMC Island Canteen
2025-03-29,19:53:56,Snacks,Popcorn,1,Regular,SOFMC ReMax Fan Deck
2025-03-29,19:53:55,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-03-29,19:53:53,NA Bev,Bottle Pop,2,Pepsi,SOFMC Island Canteen
2025-03-29,19:53:52,Beer,Draught Beer,2,Stanley Park Hazy 12oz,SOFMC Portable Stations
2025-03-29,19:53:52,Beer,Cans of Beer,1,Michelob Ultra,SOFMC Portable Stations
2025-03-29,19:53:52,Snacks,Chips,1,Sunchips,SOFMC Portable Stations
2025-03-29,19:53:46,Beer,Cans of Beer,1,PHILLIPS Dino Sour,SOFMC Portable Stations
2025-03-29,19:53:44,Food,Fries,1,Garlic Fries,SOFMC Island Canteen
2025-03-29,19:53:43,Sweets,Candy,2,Twix 86g,SOFMC Island Slice
2025-03-29,19:53:43,Snacks,Chips,1,Sunchips,SOFMC Island Slice
2025-03-29,19:53:43,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Island Slice
2025-03-29,19:53:41,Beer,Cans of Beer,1,Budweiser,SOFMC Island Canteen
2025-03-29,19:53:41,Food,Chicken Tenders,1,,SOFMC Island Canteen
2025-03-29,19:53:40,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC TacoTacoTaco
