Date,Time,Category,Item,Qty,Price Point Name,Location
2025-11-30,16:53:05,Sweets,Candy,1,Twizzlers 250g,SOFMC TacoTacoTaco
2025-11-30,16:09:18,NA Bev PST Exempt,Hot Drinks,1,Hot Chocolate,SOFMC Island Canteen
2025-11-30,16:09:11,Snacks,Hot Dog,1,Regular,SOFMC Island Canteen
2025-11-30,16:09:11,NA Bev PST Exempt,Other Beverages,1,Gatorade,SOFMC Island Canteen
2025-11-30,16:08:44,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-11-30,16:08:43,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-11-30,16:08:16,Snacks,Hot Dog,1,Regular,SOFMC Island Canteen
2025-11-30,16:08:16,NA Bev PST Exempt,Other Beverages,1,Iced Tea,SOFMC Island Canteen
2025-11-30,16:08:16,Snacks,Hot Dog,1,Regular,SOFMC Island Canteen
2025-11-30,16:07:07,Beer,Cans of Beer,1,PHILLIPS Dino Sour,SOFMC Portable Stations
2025-11-30,16:06:58,Snacks,Hot Dog,1,Regular,SOFMC Island Slice
2025-11-30,16:06:49,Snacks,Pretzel,1,,SOFMC Island Canteen
2025-11-30,16:06:42,Food,Fries,1,Fries,SOFMC Island Canteen
2025-11-30,16:05:15,Sweets,Churro,3,Regular,SOFMC Island Canteen
2025-11-30,16:05:15,Beer,Cans of Beer,2,PHILLIPS Tiger Shark,SOFMC Portable Stations
2025-11-30,16:05:07,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC Island Canteen
2025-11-30,16:05:07,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-11-30,16:04:41,Beer,Cans of Beer,1,PHILLIPS Tiger Shark,SOFMC Portable Stations
2025-11-30,16:04:37,NA Bev PST Exempt,Other Beverages,1,Edna's Mojito,SOFMC Island Canteen
2025-11-30,16:04:32,NA Bev PST Exempt,Hot Drinks,1,Hot Chocolate,SOFMC Island Canteen
2025-11-30,16:04:14,Sweets,Churro,1,Regular,SOFMC Island Canteen
2025-11-30,16:04:10,Food,COMBOS,1,Tenders & Fries,SOFMC Island Canteen
2025-11-30,16:04:04,Food,Fries,1,Garlic Fries,SOFMC Island Canteen
2025-11-30,16:04:04,Beer,Cans of Beer,1,Budweiser,SOFMC Island Canteen
2025-11-30,16:04:04,Snacks,Chips,2,Ruffles All Dressed Chips,SOFMC Island Canteen
2025-11-30,16:04:04,Snacks,Chips,1,Doritos Nacho Cheese,SOFMC Island Canteen
2025-11-30,16:03:59,Sweets,Gummies,1,Regular,SOFMC Island Slice
2025-11-30,16:03:54,Snacks,Pretzel,2,,SOFMC Island Canteen
2025-11-30,16:03:54,Sweets,Candy,1,Twizzlers 250g,SOFMC Island Canteen
