Date,Time,Category,Item,Qty,Price Point Name,Location
2025-10-22,21:04:33,Snacks,Hot Dog,1,Regular,SOFMC Island Canteen
2025-10-22,21:04:14,"Wine, Cider & Coolers",Cider & Coolers,1,Strait & Narrow,SOFMC Island Canteen
2025-10-22,21:04:14,Beer,Cans of Beer,1,PHILLIPS Blue Buck,SOFMC Island Canteen
2025-10-22,21:04:04,Beer,Cans of Beer,2,Budweiser,SOFMC Portable Stations
2025-10-22,21:03:15,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Island Canteen
2025-10-22,21:03:15,Snacks,Pretzel,1,,SOFMC Island Canteen
2025-10-22,21:03:10,Beer,Cans of Beer,1,Budweiser,SOFMC Island Canteen
2025-10-22,21:03:10,Beer,Cans of Beer,1,Michelob Ultra,SOFMC Island Canteen
2025-10-22,21:03:03,Snacks,Hot Dog,4,Regular,SOFMC Island Canteen
2025-10-22,21:02:59,NA Bev PST Exempt,Water,1,Aquafina,SOFMC Portable Stations
2025-10-22,21:02:59,Beer,Cans of Beer,1,Michelob Ultra,SOFMC Island Canteen
2025-10-22,21:02:43,Food,Fries,1,Fries,SOFMC Island Canteen
2025-10-22,21:02:43,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC Island Canteen
2025-10-22,21:01:44,Snacks,Popcorn,1,Regular,SOFMC ReMax Fan Deck
2025-10-22,21:01:41,NA Bev,Bottle Pop,1,7-Up,SOFMC Island Canteen
2025-10-22,21:01:37,Snacks,Hot Dog,2,Regular,SOFMC Island Canteen
2025-10-22,21:01:24,Snacks,Hot Dog,1,Regular,SOFMC Island Canteen
2025-10-22,21:01:02,Beer,Cans of Beer,2,Budweiser,SOFMC Island Slice
2025-10-22,21:00:34,Snacks,Hot Dog,2,Regular,SOFMC ReMax Fan Deck
2025-10-22,21:00:32,NA Bev,Bottle Pop,1,Dr. Pepper,SOFMC Island Canteen
2025-10-22,21:00:13,Snacks,Hot Dog,2,Regular,SOFMC Island Canteen
2025-10-22,21:00:13,"Wine, Cider & Coolers",Cider & Coolers,1,Cinco Lime Soda,SOFMC Island Canteen
2025-10-22,21:00:13,"Wine, Cider & Coolers",Cider & Coolers,1,Nutrl,SOFMC Island Canteen
2025-10-22,21:00:03,Beer,Draught Beer,1,SP Lager 12oz,SOFMC ReMax Fan Deck
2025-10-22,20:59:56,Snacks,Pretzel,1,,SOFMC Island Canteen
